,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
0,0,0,5102547,0,7608547,10336425,12024260,0,12302556,11597884,10434265,9259598,15455876,6563953,6429421,5318643,9545434,3515872,2841280,5217867,2314897,3695177,2263810,2472859,2290229,821250,167510,538309,25752,93450,0,1,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
