,Country,Country_Code,1996_agb_tot,1996_agb_avg,1996_count,1996_area,2007_agb_tot,2007_agb_avg,2007_count,2007_area,2008_agb_tot,2008_agb_avg,2008_count,2008_area,2009_agb_tot,2009_agb_avg,2009_count,2009_area,2010_agb_tot,2010_agb_avg,2010_count,2010_area,2015_agb_tot,2015_agb_avg,2015_count,2015_area,2016_agb_tot,2016_agb_avg,2016_count,2016_area,2017_agb_tot,2017_agb_avg,2017_count,2017_area,2018_agb_tot,2018_agb_avg,2018_count,2018_area,2019_agb_tot,2019_agb_avg,2019_count,2019_area,2020_agb_tot,2020_agb_avg,2020_count,2020_area
20,Haiti,HTI,286911.2820370698,17.194725966975902,185678,16674.625064607044,274482.30609043536,17.543545872970316,174102,15634.361480612202,271204.3367515295,17.591352314967242,171555,15405.597856213362,271822.74838828645,17.617397380371482,171692,15417.890015565126,268324.86382809153,17.669424961204786,168987,15174.52493512064,523712.62026802264,17.657210139658957,330068,29637.918674116103,257926.46539100583,17.605756902960557,163037,14639.433062071783,257752.51735064015,17.530331107647093,163632,14692.660155984262,261091.24295172896,17.49413423501748,166095,14913.810258840089,262551.7686529478,17.440064907012786,167546,15043.884827804108,261494.83604651064,17.3867275606396,167388,15029.501537746744
21,Indonesia,IDN,623307409.3212316,199.2949861920075,33014436,3127536.454129157,614054296.4823445,204.45898212190295,31703147,3003247.77021003,608846044.2977059,206.18473754087563,31171295,2952837.798025746,607221469.6883888,206.51286220206973,31038794,2940272.6602457734,605145182.6667205,206.5471045116548,30927644,2929722.114595373,1200111605.301648,206.4788924124226,61355818,5812046.837361569,596819181.1286358,206.37738087064213,30527589,2891747.889387413,595785277.5611941,206.45890682275126,30462747,2885588.7605583062,595508290.8916104,206.35302200678552,30464260,2885719.1932244687,595612230.8866019,206.18469762856623,30494468,2888575.483155659,597144370.4470135,205.80113236339236,30629659,2901411.8635720084
22,India,IND,25901371.786936905,62.22542698651162,4595432,411128.1950899594,25877203.837158017,63.21244770020797,4519898,404173.7148088221,25757825.66206492,63.52396376692099,4477080,400254.4177462366,25717704.065336358,63.3877384669417,4480179,400470.38750792015,25636962.95189399,63.37412990041305,4466864,399299.5263624687,51186334.42973716,62.55010415257403,9037160,807857.1833017136,25481551.653996106,61.91930775600222,4544589,406307.5243015719,25506531.26579245,61.86519244621873,4552884,407047.14808030217,25627083.04721057,62.00224794919171,4563477,408058.89070659416,25636428.937790446,62.29277696360458,4543482,406268.6913623718,25475989.81221324,62.76341807586769,4481032,400682.9411112624
23,Jamaica,JAM,377892.30080353486,35.82449338593374,116611,10548.902019961144,383463.8946640551,34.99583164394695,121132,10958.043955755034,383836.32796264114,34.957383058905975,121383,10980.754495920533,382861.4392814562,35.09046884007267,120615,10911.333354033615,379209.9103249658,35.71713453586467,117369,10617.558681779348,742078.7990084868,37.123987610862386,220978,19989.697937746696,367871.2239676122,37.64243891434757,108037,9772.924033507126,367251.6126173693,37.827725711606305,107327,9708.63008301603,368356.20723030803,37.802748407440966,107721,9744.259321063975,368984.5561513442,37.780304268277845,107969,9766.67275065956,368647.7618847868,37.73814965319498,107991,9768.66804853524
24,Japan,JPN,132643.08020071965,127.92066755632214,11984,1036.1211834602775,131633.29721091464,127.99716370437744,11885,1027.6140455583225,131008.14133456549,128.21710439232308,11808,1020.9822985046493,130903.6264882006,128.38573245343375,11783,1018.8267540089898,130123.86588684838,128.10674594821302,11738,1014.9841490590143,258997.96810122335,128.14244413106363,23356,2019.7788107278454,128492.77528476212,127.95843984611608,11603,1003.501581719283,128244.67319482582,128.5111161939042,11531,997.2396610823837,129908.2871588775,128.49662639139206,11682,1010.3118549001607,131943.3187479768,128.470888521473,11867,1026.3261925956585,131919.69944520335,128.1537531821772,11894,1028.6215080891081
25,Kenya,KEN,2250709.352272829,40.89018777120314,580194,55037.57240131029,2242960.478687465,41.37073621369996,571479,54211.333407066064,2237750.8289003624,41.57005663359824,567417,53826.15680692803,2246105.05446821,41.48873090489181,570651,54133.0810181636,2247053.8616446056,41.44209799098926,571535,54216.61766273094,4473907.92448826,41.52296116382219,1135714,107735.87693772701,2225919.5861505386,41.597753931797534,564039,53505.85549813609,2231752.08412578,41.60588778719705,565406,53635.64823518225,2248302.2757824385,41.54745032691241,570402,54109.279519726886,2257297.314346683,41.516470514048635,573111,54366.16180104857,2252345.2659836314,41.52205863521725,571776,54239.582130704366
26,Puerto Rico,PRI,161197.7363069298,18.820992003346642,94806,8564.402221583763,164060.45516066442,18.466236897283316,98343,8883.886215135873,164572.456736786,18.45209205460325,98725,8918.426218971465,163567.91693810502,18.741413955568436,96607,8727.23191833713,162876.14776714245,18.877276153461402,95506,8627.811930547743,325971.65169684467,19.04372930295198,189470,17116.2836188769,163126.77226266736,19.027428744178383,94898,8572.872058793877,163328.90619036305,18.96727328186566,95317,8610.735117705157,163080.48767634176,19.01714944989428,94922,8575.123427218601,160380.7788644191,19.106709658193143,92915,8393.693900323864,157479.50873661836,19.17468981130612,90913,8212.636023057414
27,Saint Lucia,LCA,10974.202357015856,67.5985817459241,1759,162.35739611622736,11010.290842523447,67.5519814661378,1766,163.00365652975174,11001.048408288232,67.68691097722008,1761,162.54230121013077,10971.196442998367,67.77268770673528,1754,161.89622494238043,10974.769328501141,67.83342686151003,1753,161.80386436138613,21886.506904033406,67.79336505238842,3498,322.8692408586899,10893.186092032416,67.75449453374685,1742,160.78816786397667,10829.654529418598,67.67022242018096,1734,160.04950205423518,10889.232331893632,67.69106117556031,1743,160.88027081961675,10968.64357832799,67.6027881692294,1758,162.26502292591002,10918.66678312486,67.56388606213625,1751,161.6187352113914
28,Somalia,SOM,101653.12656333248,27.567014606937875,39033,3687.0641622562594,99843.54411810658,27.845940708369586,37949,3585.548527040736,99017.16284791865,27.9439345136261,37500,3543.4268777344414,99074.46978334742,27.969057590339382,37487,3542.3232520718584,98710.83577320314,27.930966794001534,37399,3534.1541745691534,196127.90891572065,27.876982910384445,74448,7035.615108486924,97898.93934040242,27.837475558901993,37215,3516.892613220357,98018.92610505357,27.9036968997449,37171,3512.8228909369673,98435.76182299746,28.030619750187398,37159,3511.62806240793,98301.20796769376,28.17204460585298,36920,3489.0715468200037,98290.21887738732,28.36937683842835,36662,3464.573572341847
29,Myanmar,MMR,60808926.06761724,103.67431342767303,6371430,582064.1628394398,59982014.57138559,108.47908066288308,6003455,549163.9789492316,59520124.372937694,109.41971414321131,5905250,540327.6082391676,59552259.705874704,108.88607271964977,5937575,543227.5536870164,59147618.91982234,109.15978375050157,5881858,538196.9283861385,115688087.37778991,109.63737751083215,11450230,1048056.000296169,57565660.06406422,109.4680151396602,5705995,522288.6330155418,57652906.77057671,109.09356018971904,5734372,524838.7440859431,57376323.05735147,108.77964832750146,5723033,523774.67283519066,57177724.689445555,108.37755827271326,5724490,523851.6626492146,57429964.383783326,107.2518666100427,5811585,531631.2899114334
