,Country,Country_Code,1996_agb_tot,1996_agb_avg,1996_count,1996_area,2007_agb_tot,2007_agb_avg,2007_count,2007_area,2008_agb_tot,2008_agb_avg,2008_count,2008_area,2009_agb_tot,2009_agb_avg,2009_count,2009_area,2010_agb_tot,2010_agb_avg,2010_count,2010_area,2015_agb_tot,2015_agb_avg,2015_count,2015_area,2016_agb_tot,2016_agb_avg,2016_count,2016_area,2017_agb_tot,2017_agb_avg,2017_count,2017_area,2018_agb_tot,2018_agb_avg,2018_count,2018_area,2019_agb_tot,2019_agb_avg,2019_count,2019_area,2020_agb_tot,2020_agb_avg,2020_count,2020_area
30,Martinique,MTQ,104208.99363007024,54.311274644860376,20855,1918.7913607266914,104214.91769331851,54.41090291883385,20818,1915.3866590982007,103969.40525179892,54.27229222301195,20822,1915.7546929964751,104428.82455064822,54.197134930908874,20943,1926.888799180208,104211.9463992948,54.18029558541136,20906,1923.484338055092,208624.1835070082,54.25576151593049,41794,3845.3100382616967,103631.8490781718,54.40971331250413,20702,1904.712268850553,103574.04858364855,54.42144919511348,20686,1903.238728678214,103919.69128624612,54.350838450469546,20782,1912.0706992915202,105379.04561875004,54.33498415399548,21080,1939.4873366241181,105515.90931922756,54.27421881492396,21131,1944.179974647379
31,Mauritius,MUS,54900.25174837932,99.3512389814259,6193,552.7361221343008,50127.2077511227,117.82043084199697,4768,425.56513447780446,48921.950396349166,121.10780295815877,4527,404.05557643207436,48736.25004314454,123.73665488911367,4414,393.9690631450126,48654.04906081164,125.20206639008462,4355,388.70034315737684,97237.48248776684,126.59475412901116,8608,768.2822417111822,48747.9507182636,127.5243054655364,4284,382.35304888949264,47796.3824784037,128.2366327577611,4177,372.8083666364173,48247.83542217218,128.73961738404773,4200,374.85858241522567,49581.5623230274,128.77528710091792,4315,385.1176568999358,50055.09767755607,127.8139320736894,4389,391.7177305541502
32,Malaysia,MYS,88886677.1190959,167.22471828838678,5615545,531549.4611003675,88940693.07984176,168.09514099466034,5589924,529113.5597649185,88675127.46354368,168.31873627615226,5565858,526832.1017492942,88674766.52153985,168.16059514334768,5571078,527325.9539398982,88543087.93356141,168.04198118947133,5566737,526915.2898601346,175792240.84464103,167.7279792439547,11072914,1048090.8615058281,87487427.10245167,167.58968153874193,5515272,522039.63062325254,87437983.16824858,167.44129462973348,5517049,522207.3447537628,87478616.36840591,167.24727257658932,5526039,523056.17881389445,87479134.73472388,167.09113942681037,5531265,523547.97705945227,87277867.74948792,167.1139052672113,5517791,522272.7148455204
33,Mayotte,MYT,105207.52319147986,155.63188644306882,7295,676.0072539549242,105906.58528503797,154.21426335612927,7411,686.7520110873556,106424.47865319539,153.41594818499584,7486,693.7005006272052,106410.95971317096,153.35552201314997,7488,693.8868467419729,106242.84597027951,153.66711964781075,7461,691.386872752914,210286.42352915474,154.79398458217045,14660,1358.5039459711616,104600.5503375004,155.20182531763103,7273,673.9713324718748,104720.08259843207,155.144649734918,7284,674.9898148573662,105533.12985566928,154.71372913049464,7361,682.1252151646735,105667.84876451475,154.59611302024308,7376,683.5156348567936,104943.74602163534,155.36907736563947,7289,675.4551595461305
34,Nigeria,NGA,71919027.66843075,83.5965341465734,9092078,860355.9747122193,71933781.85280772,84.2970815236664,9018333,853384.9787106701,71738609.8976251,84.4486030138691,8977720,849544.3131814984,71673490.71851058,84.43698998759227,8970806,848889.7776689044,71433140.55235606,84.3093973808758,8954267,847322.169775673,142251599.19089296,84.21395307014163,17851700,1689262.7436208553,70661531.75223406,84.0476937697707,8885137,840777.8088330119,70664259.58811606,84.00029348028255,8890489,841284.2831405395,70536220.44262971,83.90914259382404,8884027,840671.644234035,70532191.10836454,83.82921439129377,8891986,841424.4507222518,70237830.19663335,83.70245402380053,8868269,839183.441692548
35,Nicaragua,NIC,3936022.3208862646,51.62131627482234,825167,76304.30010433072,3978532.754325485,51.61477903504989,834170,77138.91518983632,3992908.5328204585,51.61555789241723,837164,77416.81763495621,4011227.3324360894,51.47030300080549,843373,77991.91430689118,3997883.118173917,51.509269774224315,839929,77673.97156460484,7893955.989062667,51.96203412980338,1644038,152032.03962904774,3917483.1591221853,51.99069061914705,815430,75406.30703995924,3927208.77321741,51.91457572934655,818653,75704.28807629434,3926440.784363889,51.705546141392,821809,75994.53695868178,3900934.815488689,51.921172395452494,813096,75186.42642839742,3872904.7376950304,52.2341261122,802419,74199.61522413793
36,São Tomé and Príncipe,STP,13707.842363947402,286.3643519235036,504,47.868531283197726,13707.842363947402,286.3643519235036,504,47.868531283197726,13707.842363947402,286.3643519235036,504,47.868531283197726,13707.842363947402,286.3643519235036,504,47.868531283197726,13707.842363947402,286.3643519235036,504,47.868531283197726,27415.684727894804,286.3643519235036,1008,95.73706256639545,13707.842363947402,286.3643519235036,504,47.868531283197726,13707.842363947402,286.3643519235036,504,47.868531283197726,13707.842363947402,286.3643519235036,504,47.868531283197726,13707.842363947402,286.3643519235036,504,47.868531283197726,13707.842363947402,286.3643519235036,504,47.868531283197726
37,Suriname,SUR,6750611.041124678,88.85796109844301,804055,75968.47510941731,6674408.109894275,88.45841977316472,798569,75450.21105958638,6652037.272063678,86.68700789670692,812156,76733.90906565206,6643477.578158589,85.99993817920681,817591,77247.43203299679,6647785.821145587,83.74621137821451,840138,79377.67946664491,13320279.183243137,80.86597859504988,1743356,164715.20944046642,6640189.041778443,79.88189998542354,879773,83122.38692251233,6609259.406657234,80.40519443758701,869976,82196.6834828516,6596157.630916234,80.50174744717192,867210,81935.31545697819,6572880.451271199,80.35571106635274,865720,81794.51925251458,6514175.058231503,80.633462193777,855032,80784.75273627185
38,French Polynesia,PYF,13656.880077983144,112.29899657039898,1338,121.66635232129968,13416.728385118899,111.90735888535367,1319,119.94452747649379,13326.775436579264,111.91870865275841,1310,119.12869958947834,13278.040289500845,111.93534846689509,1305,118.6754873945058,13200.431782432952,111.79306037908705,1299,118.13174682463281,26457.86208553329,111.69127532068985,2606,236.98848100795118,13275.272078636775,111.48481296218989,1310,119.12851889970148,13310.956290266884,111.44444222646217,1314,119.49175746963053,13370.827569183355,111.35371738523358,1321,120.1264199386534,13842.173626007581,111.98588796503404,1360,123.66015150467021,13989.499520726331,112.27324721032386,1371,124.65708428220621
39,Qatar,QAT,7932.620494327857,18.523900411732086,4993,428.1646664907624,7939.335796013087,18.29055358420905,5061,433.9914959951712,8007.928322527961,18.282399859334102,5107,437.9392067466675,7948.961522659245,18.363451452899596,5047,432.80209614267955,7919.818777320486,18.423891572170227,5012,429.80192456640316,15590.421848088472,18.39106476866538,9884,847.5706169119464,7822.579407417312,18.194259324093768,5013,429.88514122966495,7813.371893403027,18.007834032510765,5059,433.8036580740907,7982.24444837618,17.603484425852287,5287,453.3963219192043,7998.008900954128,17.44032493321187,5347,458.5459122004209,7968.736867917109,17.40576007733322,5338,457.78240308081433
40,Saudi Arabia,SAU,196777.36343233558,19.422912179692275,112778,10001.378820764185,187596.28339371958,16.18391225707881,129342,11349.925119682352,174636.72829134515,15.10864570245149,129140,11291.286934998985,175081.05726628305,15.679333809754832,124760,10919.361956666315,157250.41538953545,16.93719051340612,103650,9101.794313818955,267380.4255519896,18.045435138261574,165220,14567.346014420433,125729.2558260015,17.754289548220747,78970,6961.814167120276,124965.8212025691,17.45629840301967,79828,7038.092715448527,125647.98805065952,17.670300017408803,79278,6990.848157325285,127949.02144156623,18.016705233117808,79166,6982.72091663008,131045.94976266206,18.31879777709045,79740,7036.550508900933
41,Tuvalu,TUV,958.1428487529837,110.69020694235097,92,8.656167871366748,958.1428487529837,110.69020694235097,92,8.656167871366748,958.1428487529837,110.69020694235097,92,8.656167871366748,958.1428487529837,110.69020694235097,92,8.656167871366748,958.1428487529837,110.69020694235097,92,8.656167871366748,1916.2856975059672,110.69020694235097,184,17.31233574273349,958.1428487529837,110.69020694235097,92,8.656167871366748,958.1428487529837,110.69020694235097,92,8.656167871366748,958.1428487529837,110.69020694235097,92,8.656167871366748,958.1428487529837,110.69020694235097,92,8.656167871366748,958.1428487529837,110.69020694235097,92,8.656167871366748
42,Taiwan,TWN,14846.432279332133,79.83549793099893,2153,186.0566317274956,15460.89170982379,75.90110573103026,2357,203.7969086136268,15142.593519509748,73.08676191544005,2397,207.29223730326612,14898.034121838478,72.42560930011653,2380,205.82211113339983,14802.288361134135,69.26477590978169,2473,213.83081181477047,29053.02531028205,69.32835391329736,4850,419.3248244926639,13991.85825217296,74.40651816603345,2177,188.16897009169145,13885.176220899255,78.03317726098219,2060,178.04406854418883,13320.8192404131,81.78991460142814,1886,162.96061228010905,13142.86974500923,85.42200193822585,1782,153.92557838596673,13245.282879153941,84.8162165167847,1809,156.21097945027248
43,Tanzania,TZA,18470957.091508992,162.56446046433362,1208454,113711.24170762648,18392514.739718266,164.0579454733498,1192372,112196.3689926482,18290237.375134367,164.631574848522,1181608,111183.07261436504,18320679.500179593,164.58043346383477,1183942,111402.21876021673,18249208.073039085,164.4733003376695,1180090,111040.27948124323,36422938.57642799,164.62290076302384,2353170,221418.9143960988,18118604.275544614,164.67273607503222,1170229,110111.7637071534,18117168.4760851,164.71302037564075,1169851,110075.95671221969,18226762.351412497,164.5185110242941,1178320,110873.15234160029,18282147.886428617,164.5983140617168,1181330,111156.09036596336,18029362.85888086,164.23442057762708,1167584,109862.38813517599
44,United States,USA,7028761.955218205,29.26821149473426,2797497,239897.1227722475,7042636.92888691,29.520517991621468,2779130,238304.91484139595,7003047.081687374,29.647115396412424,2751712,235946.75035722737,7008478.550997057,29.6671261110082,2752006,235966.42450339388,6934239.844625731,29.829799393799867,2707955,232205.7920394258,13666157.42043614,29.972677347577488,5311244,455503.0423849702,6787947.689456872,29.934096666836737,2641422,226549.7077694113,6782037.537355923,29.92749112827067,2639694,226402.94087410896,6802293.538407109,29.90140314198825,2649856,227292.16460352,6841118.737676149,29.80374714185795,2673736,229323.31825200663,6874779.506441085,29.781002453456857,2688981,230620.3055137415
45,Saint Vincent and the Grenadines,VCT,2236.7808232189004,69.80975307067695,346,32.061693605422626,2240.2264683106737,71.78434231585494,337,31.227031990194693,2234.6257877540143,71.1823424561537,339,31.412145518701212,2242.780524115383,70.81541788090043,342,31.69004963549323,2163.614662538799,69.32727032103949,337,31.227448790775775,4382.500180591347,70.84462899647787,668,61.89773312179889,2136.1557376125975,70.75885146673471,326,30.207124579903123,2104.6534136442106,69.71501867610253,326,30.207316529419288,2102.1777605661896,68.78819485866663,330,30.578182931093757,2135.61176577506,68.02645443604055,339,31.412604773496692,2279.1943838665966,71.75707902157619,343,31.78191698665073
46,Venezuela,VEN,48607999.467932284,170.52229468360068,3046132,284949.58692987997,48654255.69117674,171.47684112450156,3032049,283652.4346420598,48612100.09003765,172.1333014263553,3017868,282332.073070739,48608380.33825254,172.18421292839508,3016745,282228.84520655125,48497774.8812882,171.92261321708685,3014459,282015.59216287266,96672539.2020556,171.13182601886908,6036610,564753.822960731,48205927.758521885,170.7509439846713,3016883,282245.20601991605,48261677.613699876,170.3827442769098,3026900,283183.730168247,48395397.54886798,170.2667838237575,3037352,284163.0146386791,48441509.80517592,170.09301232822796,3043351,284725.12834825367,48369565.00985793,170.06360194278474,3039356,284351.1105445743
47,Yemen,YEM,48082.47404417035,25.26215468732571,20796,1904.347142530647,43424.61857479288,25.77153942286337,18409,1685.812057116789,40870.00172134797,25.944518993265312,17211,1576.0624470216587,40835.239680038634,25.892083467786044,17231,1577.9258467005557,41175.97088640598,26.168649050809716,17192,1574.3295418463013,81473.2121204902,26.219406541921636,33954,3109.0182522977543,40072.504349223316,26.424375525734334,16571,1517.3300380597943,39734.329108516904,26.434150920037627,16425,1503.9639425124833,39451.56975042313,26.661307703277178,16169,1480.5911863662695,39735.24430269886,26.585464549305538,16330,1495.508158315496,38895.01556005149,26.976316114390308,15754,1442.6732027545982
48,Aruba,ABW,1067.5489186484651,19.532093981125968,589,54.654942706834795,1010.8379464206785,21.830085533654284,499,46.30410587220722,992.6686972689001,23.15453892352777,462,42.87100079814398,1002.8657181105614,23.70020672835802,456,42.31428306044745,1016.1694653620929,23.651558108772623,463,42.96380186069645,2065.3558006677563,23.28156481327871,956,88.71115922261389,1032.6779003338781,23.28156481327871,478,44.35557961130694,1032.6779003338781,23.28156481327871,478,44.35557961130694,1020.7475837538253,24.553596465183155,448,41.57197584393378,1020.7475837538253,24.553596465183155,448,41.57197584393378,1023.3645322881654,23.266276358049126,474,43.98443114561836
49,Costa Rica,CRI,4329134.891691306,114.00796083344737,405106,37964.18547179793,4386246.21705259,114.33697767730241,409269,38354.73164339592,4393037.876704667,114.60890688496896,408929,38323.06783562622,4399354.246142087,114.6358313424354,409420,38369.20252928099,4397421.547030408,114.77951632380154,408728,38304.33225833437,8764132.9037931,114.8325278435424,814228,76306.00157636212,4375473.215108458,114.74354548994947,406817,38125.19085882028,4370140.525932307,114.58214912111346,406894,38132.43679994942,4354002.807603625,114.87185099162826,404369,37895.831529962445,4309621.344138327,115.48457479958711,398121,37310.63240389243,4270608.428187512,115.89762577988034,393106,36841.261111976884
50,Cuba,CUB,10683113.047415271,27.475908987451064,4407345,388940.6414562,10523976.181044841,28.510935652502233,4184213,369227.42807564087,10448808.502039526,28.808235868584624,4111499,362803.3831174984,10457819.127148988,28.822077403265606,4113108,362936.47513190337,10400600.173351627,28.94685100310888,4073032,359390.0322804212,20507170.545266625,29.31300052311434,7930770,699745.7650450444,10185804.977306224,29.398441810782792,3927774,346545.8154586946,10212550.579341594,29.373032253656042,3941547,347753.6952033944,10269963.325768007,29.293591062876647,3974484,350654.2932763416,10292583.672004636,29.295479526336802,3982958,351402.2924264435,10276719.367121678,29.28038932100722,3978829,351043.18637439003
51,Curaçao,CUW,1451.111681891458,32.272151158368295,484,44.964548938527386,1451.111681891458,32.272151158368295,484,44.964548938527386,1451.111681891458,32.272151158368295,484,44.964548938527386,1451.111681891458,32.272151158368295,484,44.964548938527386,1450.6616373680663,32.32894062206118,483,44.87161906570525,2901.3232747361326,32.32894062206118,966,89.7432381314105,1449.1552246232452,32.295378978701606,483,44.87161934749244,1449.1552246232452,32.295378978701606,483,44.87161934749244,1449.1552246232452,32.295378978701606,483,44.87161934749244,1449.1552246232452,32.295378978701606,483,44.87161934749244,1449.1552246232452,32.295378978701606,483,44.87161934749244
52,American Samoa,ASM,4914.315981026009,151.13673069119116,353,32.514559271774765,4902.4834968041105,151.20112905719063,352,32.422455108635745,4879.752104380993,151.35996960231236,350,32.238252115031955,4869.75105694424,151.91783083992442,348,32.05404356662066,4869.75105694424,151.48253619568396,349,32.14614806296593,9783.169177205782,151.2947517568909,702,64.66071255634196,4891.584588602891,151.2947517568909,351,32.33035627817098,4891.584588602891,151.2947517568909,351,32.33035627817098,4891.584588602891,151.2947517568909,351,32.33035627817098,4882.452822503627,151.44371960231237,350,32.2382613413074,4882.452822503627,151.44371960231237,350,32.2382613413074
53,French Southern Territories,ATF,114331.23229643557,169.49815069033443,7665,674.5302936243977,114331.23229643557,169.49815069033443,7665,674.5302936243977,114331.23229643557,169.49815069033443,7665,674.5302936243977,114331.23229643557,169.49815069033443,7665,674.5302936243977,114331.23229643557,169.49815069033443,7665,674.5302936243977,228662.46459287114,169.49815069033443,15330,1349.0605872487954,114331.23229643557,169.49815069033443,7665,674.5302936243977,114331.23229643557,169.49815069033443,7665,674.5302936243977,114331.23229643557,169.49815069033443,7665,674.5302936243977,114331.23229643557,169.49815069033443,7665,674.5302936243977,114331.23229643557,169.49815069033443,7665,674.5302936243977
54,Panama,PAN,24041334.986084312,154.25812186182296,1658030,155850.23574778045,24230960.597207163,154.7131537784656,1666193,156616.85694398033,24244314.70631779,154.95774786202395,1664479,156455.6368515548,24259553.738104716,154.9692216647803,1665402,156542.18515987907,24245935.04977008,155.15173535546026,1662509,156270.29382980702,48457436.57935679,155.4346664827522,3316608,311750.42435733543,24196268.512643002,155.55690836211772,1654781,155544.24931593443,24185748.6449325,155.5796445247595,1653820,155453.7781064582,24166895.7854007,155.8456663773508,1649711,155067.45274164484,24082753.921009496,156.26751017846092,1639530,154110.5342513329,23910738.15673157,156.43719179084295,1626050,152844.1605693943
55,Antigua and Barbuda,ATG,17743.50004613155,20.561500287907464,9520,863.2908642455192,16352.858630949308,20.655205985406237,8734,792.0483749271193,16360.337124746173,20.72629587180471,8708,789.696098531621,16619.648743829934,20.84432447208714,8796,797.6646360623046,17580.524800827505,20.890366359139147,9284,841.9069246523152,35040.46916334483,20.740511239169813,18638,1690.1672525772515,17864.11699200217,20.638363472865333,9549,865.9251644188644,18017.87296925952,20.55569057659378,9670,876.883033660851,18065.764968781685,20.389067177662763,9775,886.3979237861337,17930.364850479935,20.36343877728348,9714,880.8651374076682,17650.426806838084,20.34301457781698,9572,867.9832785776464
56,Australia,AUS,119209517.57678238,111.47429857632011,11725219,1065491.081153755,117812036.80721392,112.95164895447543,11439390,1039064.7295457831,116427372.4485037,113.52749711718145,11248467,1021570.0217814565,116489291.86051483,113.61224078562489,11245879,1021348.2222551773,115825408.93374768,113.75730606320558,11168046,1014191.0967168565,229343232.51743618,113.83322748486121,22099858,2006767.3153934046,113890196.66727775,113.81343964708331,10976648,996704.2199094001,114085032.74689123,113.63193168079067,11013325,1000003.0540978025,114561753.76108713,113.46117502853023,11076304,1005687.2511666066,114724127.35349095,113.31215888589155,11106577,1008444.0747924177,113986842.43669757,113.27428220348476,11038863,1002302.5093910753
57,Benin,BEN,42620.10529168954,14.596666348487002,30926,2919.7701733624017,37379.68748634933,16.646754734029845,23783,2245.3995189126977,36173.152680064864,17.09485176714663,22412,2115.971174956188,37751.48512872535,16.3717306588326,24423,2305.8445890233547,40503.26942400314,15.323917555566302,27995,2643.0884788670237,83785.81807994159,14.736822239851943,60218,5685.3740342800365,42476.719364484365,14.308737964076885,31442,2968.528754006952,42428.95311657211,14.36482741173965,31284,2953.6157272597457,41738.92120210029,14.196145111730281,31141,2940.095960624392,41304.13272329966,14.204259200383945,30799,2907.8041715124905,39793.40578315304,13.904157343540929,30313,2861.9074605760925
58,"Bonaire, Sint Eustatius and Saba",BES,8154.472203762091,32.8566205146294,2671,248.18340509845177,7563.6320461802825,35.48441729227563,2294,213.1534458296117,7384.307846268881,36.12333326599815,2200,204.41903864435065,7280.3492731975575,36.40916140726508,2152,199.95895488518784,7124.099875454463,36.87874885417338,2079,193.17605062475675,14030.505172305908,37.561917895345545,4020,373.52968004657384,6934.572427126575,37.74970096123599,1977,183.69855863177503,6985.151694371772,37.58776070380211,2000,185.83556961257577,6929.680257462116,37.47665073811709,1990,184.90635907448313,6882.0908365308505,37.6736320135916,1966,182.6763707647039,6955.177224723748,37.80450814962387,1980,183.9772322004644
59,Bangladesh,BGD,74381030.99703391,167.23984941644792,5044823,444885.4789615649,74411479.80673018,165.4657942712251,5101023,449832.4923436329,74316867.18602832,165.50325762752476,5093388,449157.63819136913,74109020.40296319,165.3664709774834,5083334,448272.28976847656,73941687.64993855,165.08794563209386,5080407,448017.2424303302,146450584.28765684,164.21384180417758,10115930,892088.7014997198,73041604.78382184,163.5792648034152,5064853,446655.07008691283,72979100.10253409,163.86566786222977,5051676,445494.25283181254,73016918.58351189,162.9195450660603,5083648,448313.8165364295,72841820.73698457,162.80361563743156,5075055,447560.38277368044,72724797.22003527,162.12104103136645,5088211,448724.6147495671
60,Egypt,EGY,12313.419108779579,42.45356845177513,3410,292.723385652971,8816.400194815094,45.498434455559675,2284,195.46511424574305,7939.347010292888,45.35719131170086,2064,176.51537316969478,7837.365980056678,45.079051397021225,2050,175.3104024743967,7750.104953346559,44.915883347560495,2035,174.01461551943135,15656.84880229208,46.47268622924649,3974,339.65679281897735,7706.342877604184,44.80688736154248,2028,173.4017244939092,7767.955340945967,44.51557941105276,2057,175.92202629723766,7845.192455306397,43.98934141586896,2102,179.81942304596032,7929.178766965449,44.13974502557395,2117,181.11397005178765,8054.085617017629,40.324112827859935,2353,201.58214848815118
61,Micronesia,FSM,1740415.4658421655,191.57336503124222,96365,9084.090049216285,1696595.8563990404,194.11273091357876,92707,8739.636739040336,1693494.2001263965,194.21445138577553,92488,8719.116917708894,1692448.58395802,194.40625810761563,92340,8705.134851909595,1729600.7007603701,192.23170874925358,95435,8996.86524807052,3477053.8789206743,191.7671040402409,192326,18130.153563484928,1738526.939460337,191.7671040402409,96163,9065.076781742464,1738526.939460337,191.7671040402409,96163,9065.076781742464,1738526.939460337,191.7671040402409,96163,9065.076781742464,1694926.428879843,193.9658968812431,92689,8737.518132204226,1690440.4482122774,194.16068003555623,92351,8705.646636773037
62,Gabon,GAB,31683901.585112464,180.11224803472427,1852286,175912.21548989677,31697684.931966897,180.52508660724152,1848854,175586.3028462141,31689957.424837686,180.81436595836618,1845446,175262.6606077418,31765150.55332064,180.9963287908742,1847965,175501.91609783488,31742454.69136553,180.9769763743012,1846842,175395.27620649125,63351925.875910535,180.96927317211853,3686104,350070.6556473247,31547036.961328644,180.88514378553685,1836404,174403.9729465731,31563334.578052763,180.86487820043348,1837559,174513.6412074543,31585063.19902805,180.85166642392147,1838958,174646.5191275913,31591155.66937569,180.81959120744614,1839639,174711.19144687647,31525540.034563757,180.89465869919113,1835056,174275.95144178733
63,Ghana,GHA,948296.3836207625,52.500674409844905,190937,18049.582823318357,924072.1213414083,63.708265029921606,153324,14495.110266321086,921131.2951192746,61.706734614454966,157793,14917.395444754475,928149.8551112921,58.54846847742906,167573,15841.668630223197,938719.3827466277,54.046466874395584,183601,17356.31192275671,1888215.2516937738,51.68751109356892,386168,36504.816128881095,942199.2954665193,51.256323419410975,194315,18368.662621953925,941985.9909443822,51.90311188268574,191850,18135.72082417348,943716.7516662218,52.95711960217407,188377,17807.549176734312,943281.1839233837,52.859144703645825,188639,17832.307928826354,936272.8959241912,52.574338580879264,188251,17795.589736902584
64,Mozambique,MOZ,23943405.179438792,74.97230845926929,3528029,318670.04026267363,23912588.004972875,75.55449901866257,3496361,315814.913751255,23699804.79032454,76.19509211225473,3436039,310381.100647047,23618615.016955312,76.4388461237585,3413284,308336.24470368034,23574906.148245003,76.50272655628193,3404074,307510.7293540273,47012465.36922785,76.34104923962347,6802664,614518.9691029394,23417172.454836763,76.14441553016871,3397219,306881.8091854532,23444579.494508024,76.07472043849596,3404312,307520.78320768336,23405389.861374564,76.16505583887916,3394381,306657.2696512372,23242348.47474535,76.40863339022711,3359907,303549.9038089028,22905574.604868356,76.74080166137051,3296875,297857.0016852845
65,Bermuda,BMU,989.4721740260577,47.587108131526975,258,20.792721049604566,989.4721740260577,47.587108131526975,258,20.792721049604566,989.4721740260577,47.587108131526975,258,20.792721049604566,989.4721740260577,47.587108131526975,258,20.792721049604566,989.4721740260577,47.587108131526975,258,20.792721049604566,1978.9443480521154,47.587108131526975,516,41.58544209920913,989.4721740260577,47.587108131526975,258,20.792721049604566,989.4721740260577,47.587108131526975,258,20.792721049604566,989.4721740260577,47.587108131526975,258,20.792721049604566,989.4721740260577,47.587108131526975,258,20.792721049604566,989.4721740260577,47.587108131526975,258,20.792721049604566
66,Brazil,BRA,96620429.3715528,83.66238317551976,12201066,1147272.5531866462,96469310.41142134,84.38709475828098,12077457,1135611.378580636,96151468.0045187,84.43050769667292,12031527,1131290.3876540954,95976687.9032348,84.28112710255954,12031133,1131203.9923685824,95557260.93987827,84.25734293810753,11982030,1126557.360286938,188416614.32496607,83.4816283593278,23845986,2241969.5865661013,93673173.32391302,82.63325513516084,11977074,1126134.5537183397,93568707.73308663,81.86419436144021,12076155,1135534.7008612945,93296146.54360445,81.42134031639154,12106516,1138435.6179354372,93109610.46958376,81.28792159622908,12101950,1138095.7645968858,92997966.5458336,81.24016113227312,12094554,1137394.7799087148
67,Barbados,BRB,444.23433189907524,45.698846181233726,105,9.720937882142959,473.79244772616266,44.891565021715664,114,10.554187837704877,467.00824785987993,44.24869627701609,114,10.554199412540502,467.00824785987993,44.24869627701609,114,10.554199412540502,491.9120175946162,45.028415049536754,118,10.924516345587115,918.9205168777303,45.95221256326746,216,19.997365987934316,428.0800790825785,46.23897510528565,100,9.258020495729346,423.07677968651683,46.16016796381787,99,9.165436794961087,425.8372249766151,46.46137172043925,99,9.165432530642898,471.66884849836265,47.17333097811098,108,9.998667256326629,510.79249946383464,47.15641928126669,117,10.83191325220604
68,Guyana,GUY,3931939.1812123167,127.61687558497553,327506,30824.852262475408,3925811.05904885,129.81745795191125,321456,30254.47928973726,3913447.480600986,130.4733590469366,318835,30007.172723764936,3897972.393178644,130.6950491385895,317037,29837.596424285806,3877073.1971798125,130.3266117533459,316230,29761.534161587242,7548164.798056832,129.432408578513,619914,58343.738215427264,3748494.354760012,128.26121422128452,310668,29239.407982121895,3736771.80538558,128.48815167426406,309151,29096.583644090813,3717631.660884251,129.281923993029,305681,28769.601163296094,3700518.6271480485,129.96233418417324,302683,28487.081773285256,3674264.404879668,130.1131092218966,300192,28252.262971935088
69,Mauritania,MRT,6715.881696629244,20.70617986752664,3551,324.2837672842581,6590.9162552298885,20.849371845341253,3461,316.05211738076616,6416.168606509023,20.894312778588635,3362,307.00875495561604,6275.6320663098395,20.96702880847734,3277,299.2392920610408,6117.615516643447,21.182330538094007,3162,288.7486987460181,12982.669216688002,20.9151949963898,6796,620.6118231740137,6149.303999192265,21.18476520475912,3178,290.21032076946943,5993.906097255739,21.162253031381596,3101,283.1782827142431,5880.973614423172,21.340965857045873,3017,275.5297025571968,6498.633156071197,20.663931614501582,3443,314.4615982648673,7035.076317284306,20.19426669084282,3814,348.32011354758504
70,Cook Islands,COK,235.4032647889921,67.45128455528847,39,3.4983100479029043,235.4032647889921,67.45128455528847,39,3.4983100479029043,235.4032647889921,67.45128455528847,39,3.4983100479029043,235.4032647889921,67.45128455528847,39,3.4983100479029043,235.4032647889921,67.45128455528847,39,3.4983100479029043,470.8065295779841,67.45128455528847,78,6.996620095805809,235.4032647889921,67.45128455528847,39,3.4983100479029043,235.4032647889921,67.45128455528847,39,3.4983100479029043,235.4032647889921,67.45128455528847,39,3.4983100479029043,235.4032647889921,67.45128455528847,39,3.4983100479029043,235.4032647889921,67.45128455528847,39,3.4983100479029043
71,Colombia,COL,32227898.13306795,111.56401356103432,3050694,288028.7943265909,32172825.983540025,115.76602250478314,2934886,277207.6661411269,32123454.675355677,116.26622549956502,2917758,275599.71233192267,32147086.83668818,115.93466482602824,2928249,276585.71959173627,32127480.882196467,115.46336239530685,2938417,277532.167324715,64052086.881818414,115.62495223066672,5850044,552561.5465960748,31923993.208849914,115.66507836125595,2914680,275306.5769853545,31925989.62178974,115.67552480622199,2914591,275302.7655428209,31992267.35988925,115.08496239895321,2935644,277279.5301595058,32020923.529874127,114.5324776431259,2952471,278853.8235023017,31966115.89031954,114.48592093493326,2948635,278471.6850061971
72,Comoros,COM,28107.22086238865,295.06059523911506,1026,95.27905570017973,28401.427343979896,294.98658958074554,1037,96.3003113771926,28510.733439025982,294.41834975889066,1043,96.85754498603052,28501.451042614193,293.7589588767604,1045,97.04350751962644,28191.03607743367,295.3644595869784,1028,95.46509945001122,55604.580403169864,297.66195791710913,2012,186.84443527272276,27676.87744360223,297.20597816535746,1003,93.14324349655173,27814.55476898512,295.7356602140617,1013,94.0718433726327,28186.19805388529,293.88425901990894,1033,95.92932695823016,28221.140510609053,293.9640485221228,1034,96.02216990205409,28043.130137146636,294.10083645576395,1027,95.37217661808755
